Name,date,Happiness,Surprise,Fear,Sadness,Disgust,Anger,Happiness_So_Far,Surprise_So_Far,Fear_So_Far,Sadness_So_Far,Disgust_So_Far,Anger_So_Far,Weather
I,7/31/14,4.43902439,0.000100165,5.01E-05,0.000400661,0.00095157,0.002604297,4.267391195,0.073972054,0.036460159,0.073020484,0.181299144,0.635248159,212
I,8/1/14,4.365591398,0.000249252,9.97E-05,0.000448654,0.000747757,0.003090728,4.267846461,0.073878365,0.036390828,0.073130608,0.181206381,0.635393819,49
I,8/2/14,4.282051282,0.000198629,0.000347602,0.000148972,0.000645546,0.002532526,4.26790148,0.073790843,0.036597477,0.072996325,0.181150065,0.63546529,70
J,7/12/14,,,,,,,4.144656644,0.088988216,0.045916294,0.083299472,0.195042666,0.586753352,1
J,7/13/14,3.5,,,0.000406009,0.000406009,,4.144133171,0.088915956,0.045879009,0.08363784,0.195290296,0.586276898,0
J,7/14/14,5,,,,,0.000811359,4.144827586,0.088843813,0.045841785,0.08356998,0.195131846,0.586612576,0
J,7/15/14,,,,,,,4.144480519,0.08887987,0.04586039,0.083603896,0.195211039,0.586444805,1
J,7/16/14,,,0.000405844,,,,4.143262987,0.08887987,0.046266234,0.083603896,0.195211039,0.586038961,0
J,7/17/14,4,0.000405351,,0.000405351,,0.000810701,4.143088772,0.089177138,0.045804621,0.08390758,0.194973652,0.586137009,2
J,7/18/14,,,,,,,4.143088772,0.089177138,0.045804621,0.08390758,0.194973652,0.586137009,0
J,7/19/14,,,,,,,4.143088772,0.089177138,0.045804621,0.08390758,0.194973652,0.586137009,2
J,7/20/14,,,,,,,4.143088772,0.089177138,0.045804621,0.08390758,0.194973652,0.586137009,1
J,7/21/14,5,,,,,0.000405186,4.143435981,0.089141005,0.045786062,0.083873582,0.194894652,0.5863047,6
J,7/22/14,5,,,,,0.000809717,4.144129555,0.089068826,0.045748988,0.083805668,0.194736842,0.586639676,2
J,7/23/14,5,,,,,0.000404694,4.144475921,0.08903278,0.045730473,0.083771752,0.194658033,0.586806961,2
J,7/24/14,,,,,,,4.144475921,0.08903278,0.045730473,0.083771752,0.194658033,0.586806961,2
J,7/25/14,,,,,,,4.144534413,0.089068826,0.045748988,0.083805668,0.194331984,0.587044534,2
J,7/26/14,5,,,,,0.000809061,4.145226537,0.088996764,0.045711974,0.083737864,0.194174757,0.587378641,1
J,7/27/14,,,,,,,4.145226537,0.088996764,0.045711974,0.083737864,0.194174757,0.587378641,2
J,7/28/14,5,,,,,0.000808407,4.145917542,0.088924818,0.04567502,0.08367017,0.194017785,0.587712207,1
J,7/29/14,,,,,,,4.145917542,0.088924818,0.04567502,0.08367017,0.194017785,0.587712207,0
J,7/30/14,5,,,,,0.000807754,4.146607431,0.088852989,0.045638126,0.083602585,0.193861066,0.588045234,0
J,7/31/14,4.333333333,,,0.000403388,,0.000806777,4.146833401,0.088745462,0.045582896,0.0839048,0.193626462,0.588140379,0
J,8/1/14,,,,,,,4.146833401,0.088745462,0.045582896,0.0839048,0.193626462,0.588140379,0
J,8/2/14,4,,,,0.000806127,,4.146715034,0.088673922,0.045546151,0.083837162,0.194276501,0.587666264,2
K,,,,,,,4.147058824,0.089429681,0.046581069,0.080173186,0.195132875,0.588683189,0
L,7/13/14,4,,,0.000149254,,0.000149254,4.147014925,0.089402985,0.046567164,0.080298507,0.195074627,0.588656716,0
L,7/14/14,,,,,,,4.147014925,0.089402985,0.046567164,0.080298507,0.195074627,0.588656716,0
L,7/15/14,3.5,,,0.000149209,0.000149209,,4.146821844,0.089376306,0.046553268,0.080423754,0.195165622,0.58848105,0
L,7/16/14,4,,,0.000149142,0.000149142,0.000149142,4.146756152,0.089336316,0.046532438,0.080536913,0.195227442,0.58836689,2
L,7/17/14,5,,,,,0.00014912,4.146883388,0.089322994,0.0465255,0.080524903,0.19519833,0.588428273,1
L,7/18/14,,,,,,,4.146883388,0.089322994,0.0465255,0.080524903,0.19519833,0.588428273,0
L,7/19/14,5,,0.000149054,,0.000149054,0.000298107,4.147264868,0.089133999,0.046653749,0.080488896,0.195260098,0.588463258,2
L,7/20/14,4,,,0.000149009,,0.000149009,4.14722098,0.089107436,0.046639845,0.080613917,0.195201907,0.588436895,1
L,7/21/14,,,,,,,4.147690015,0.088971684,0.046646796,0.080625931,0.195230999,0.58852459,0
L,7/22/14,3,0.000148987,,,,0.000148987,4.147348033,0.08909416,0.046632896,0.080601907,0.195172825,0.588498212,0
L,7/23/14,3.75,0.000148898,,,0.000148898,0.000297796,4.147111376,0.089189994,0.046605122,0.080553901,0.195205479,0.588445503,0
L,7/24/14,5,,,,,0.000148876,4.14723835,0.089176716,0.046598184,0.080541909,0.195176418,0.588506774,0
L,7/25/14,,,,,,,4.147111376,0.089189994,0.046605122,0.080553901,0.195205479,0.588445503,0
L,7/26/14,4.5,,,,0.000148854,0.000148854,4.147216433,0.089163442,0.046591247,0.08052992,0.195296219,0.588419172,1
L,7/27/14,,,,,,,4.147216433,0.089163442,0.046591247,0.08052992,0.195296219,0.588419172,0
L,7/28/14,3,,,0.000148832,,,4.147045691,0.089150171,0.046584313,0.080666766,0.195267153,0.588331597,0
L,7/29/14,,,,,,,4.146918726,0.089163442,0.046591247,0.080678773,0.195296219,0.588270319,1
L,7/30/14,6,,,,0.000148832,0.000148832,4.147194523,0.089150171,0.046584313,0.080517934,0.195415985,0.588331597,0
L,7/31/14,5,,,,,0.000297575,4.147448296,0.089123642,0.046570451,0.080493974,0.195357834,0.588454099,0
L,8/1/14,,,,,,,4.147448296,0.089123642,0.046570451,0.080493974,0.195357834,0.588454099,1
L,8/2/14,,,,0.000148832,,,4.14689686,0.089150171,0.046584313,0.080666766,0.195415985,0.588182765,0
M,7/12/14,,,,,,,4.078534844,0.104454447,0.053701692,0.092193078,0.158156138,0.591494645,16
M,7/13/14,4.5,,,,0.000310222,0.000310222,4.078796339,0.104389639,0.053668373,0.092135877,0.158368233,0.591437878,15
M,7/14/14,4,,,,0.000155087,,4.078784119,0.104373449,0.05366005,0.092121588,0.158498759,0.591346154,9
M,7/15/14,3.4,0.000309693,0.000154847,0.000154847,0.00046454,0.00046454,4.077733044,0.104521524,0.053731806,0.092133788,0.158717869,0.590895014,9
M,7/16/14,2.666666667,0.000154775,,0.000154775,0.000154775,,4.077077852,0.104627767,0.053706857,0.092245782,0.158798948,0.590620647,13
M,7/17/14,2,0.000463965,,0.000154655,0.000154655,,4.075471698,0.105010826,0.053665326,0.092329106,0.158830807,0.590163934,10
M,7/18/14,4.6,,,0.000154536,,0.000618142,4.07587699,0.104929686,0.05362386,0.092412301,0.158708082,0.59032607,11
M,7/19/14,4.25,,0.00030888,,0.00015444,0.00030888,4.075984556,0.104710425,0.053899614,0.092355212,0.158764479,0.59027027,9
M,7/20/14,4.833333333,,,,0.000154297,0.000771486,4.076685697,0.104613486,0.053849715,0.092269711,0.158771794,0.590495294,16
M,7/21/14,4,,,,0.000154273,,4.076673866,0.104597346,0.053841407,0.092255477,0.158901574,0.590404196,15
M,7/22/14,5,,,,,0.000462606,4.077101002,0.104548959,0.0538165,0.092212799,0.158828065,0.590593678,18
M,7/23/14,4.6,,,0.000154083,,0.000616333,4.077503852,0.104468413,0.053775039,0.09229584,0.158705701,0.590755008,16
M,7/24/14,5,,,,,0.000615953,4.078072067,0.104404065,0.053741916,0.09223899,0.158607946,0.591007083,12
M,7/25/14,4.571428571,,,0.000153822,0.000153822,0.000769112,4.078603292,0.104291647,0.053684049,0.092293493,0.158590986,0.591139825,8
M,7/26/14,3.5,,,0.00030755,,0.000153775,4.078425342,0.104259573,0.053667538,0.092572659,0.158388436,0.591111795,12
M,7/27/14,3.5,0.000153681,,,0.000307361,0.000153681,4.078069771,0.104349162,0.053634547,0.092515752,0.158598432,0.590902105,19
M,7/28/14,3.363636364,0.000306843,,0.000460264,0.000613685,0.000306843,4.076864069,0.104479902,0.053544032,0.092819883,0.158944461,0.590211721,12
M,7/29/14,4,,,0.000153351,0.000153351,0.000153351,4.076828707,0.104431836,0.053519399,0.092930532,0.159024689,0.590093544,12
M,7/30/14,3.5,0.00015321,0.00015321,0.00015321,,0.000459629,4.076298453,0.104489046,0.05362341,0.092998315,0.158878505,0.590010725,16
M,7/31/14,4,0.000153046,,0.000153046,0.000153046,0.000612182,4.076216713,0.10453015,0.053565963,0.093051729,0.158861341,0.589990817,12
M,8/1/14,6,,,,,0.000611901,4.077099587,0.104482178,0.053388404,0.093009026,0.158788435,0.590331957,3
M,8/2/14,4.75,,,,0.000152882,0.000458645,4.077511084,0.104418285,0.053355756,0.092952148,0.158844213,0.590429598,6
N,7/12/14,,,,,,,4.285835454,0.069126378,0.042408821,0.081000848,0.148430874,0.659033079,3
N,7/13/14,3.75,0.00042337,,,0.00042337,0.00084674,4.284928027,0.069432684,0.042337003,0.080863675,0.148602879,0.65876376,3
N,7/14/14,5,,,,,0.001690617,4.28613694,0.0693153,0.042265427,0.080726965,0.148351648,0.659340659,3
N,7/15/14,4.8,,,,0.000421763,0.001687052,4.287220582,0.069169127,0.042176297,0.080556727,0.148460565,0.659637284,2
N,7/16/14,3.2,0.000420875,0.000420875,0.000420875,,0.000841751,4.28493266,0.069444444,0.042508418,0.080808081,0.148148148,0.659090909,0
N,7/17/14,3.4,0.000419992,,0.000839983,,0.000839983,4.283074339,0.069718606,0.042419152,0.08147837,0.147837043,0.658546829,2
N,7/18/14,4,,,0.000419287,0.000838574,0.000419287,4.282599581,0.069601677,0.042348008,0.081761006,0.148427673,0.657861635,3
N,7/19/14,4,,,,0.001256281,,4.282244556,0.069514238,0.042294807,0.081658291,0.149497487,0.657035176,3
N,7/20/14,3.333333333,0.000418235,,,0.000418235,0.000418235,4.281053952,0.069845253,0.04224174,0.081555834,0.149728147,0.656629026,4
N,7/21/14,4.25,,,0.000417537,0.000417537,0.000835073,4.281002088,0.069728601,0.04217119,0.081837161,0.149895616,0.656367432,3
N,7/22/14,5,,,,,0.000834376,4.281602003,0.069670421,0.042136003,0.081768878,0.149770547,0.656654151,1
N,7/23/14,3.5,0.001247401,,,,0.002079002,4.279002079,0.070686071,0.041995842,0.081496881,0.149272349,0.656548857,1
N,7/24/14,2.75,0.00083022,,0.00083022,,0.00041511,4.276463263,0.071398921,0.041511,0.082191781,0.149024491,0.655873807,1
N,7/25/14,3.8,0.00041425,,0.00041425,,0.001242751,4.275476388,0.071665286,0.041425021,0.082435791,0.148715824,0.655758078,3
N,7/26/14,3.666666667,0.000413736,,,,0.000827472,4.274720728,0.07199007,0.041373604,0.082333471,0.148531237,0.655771618,2
N,7/27/14,4,,0.000413223,,,0.000826446,4.274380165,0.071900826,0.041735537,0.082231405,0.148347107,0.655785124,5
N,7/28/14,5,,,,,0.001238135,4.27527858,0.071811804,0.041683863,0.082129591,0.148163434,0.656211308,2
N,7/29/14,4.25,,0.000412031,,,0.001236094,4.275236918,0.071693449,0.042027194,0.081994232,0.147919242,0.656365884,10
N,7/30/14,3.555555556,0.000410509,0.000410509,0.000821018,0.000821018,0.001231527,4.272577997,0.07183908,0.04228243,0.082512315,0.14819376,0.655172414,5
N,7/31/14,4,,0.000410004,,,0.000820008,4.272242722,0.071750718,0.042640426,0.082410824,0.14801148,0.655186552,5
N,8/1/14,5,,,,,0.002045827,4.273731588,0.071603928,0.042553191,0.082242226,0.147708674,0.65589198,0
N,8/2/14,4.4,,0.00040833,,,0.00163332,4.273989383,0.071457738,0.042874643,0.082074316,0.147407105,0.656186198,1
O,7/12/14,,,,,,,4.309645422,0.05907173,0.034051373,0.079798653,0.192316234,0.634762011,9
O,7/13/14,4.117647059,0.000221795,,0.000147863,0.000147863,0.000813249,4.309404111,0.059219281,0.033934644,0.079846222,0.192222387,0.634777466,8
O,7/14/14,3.8,0.000147645,7.38E-05,0.000221468,0.000516758,0.000516758,4.308652001,0.059279492,0.033958364,0.079949801,0.192455337,0.634357006,3
O,7/15/14,3.733333333,0.000221223,,7.37E-05,0.000368704,0.000442445,4.308015633,0.059435145,0.033920802,0.079935108,0.192611164,0.63409778,7
O,7/16/14,3.533333333,,0.000294638,0.000147319,0.000441956,0.000220978,4.307159694,0.059369476,0.034177961,0.079994107,0.192840306,0.63361815,6
O,7/17/14,4.125,7.35E-05,0.000147059,0.000147059,0.000514706,0.000882353,4.306838235,0.059338235,0.034264706,0.08,0.193014706,0.633382353,6
O,7/18/14,3.076923077,0.000367296,7.35E-05,,0.000146918,0.000367296,4.305663704,0.059648865,0.034305443,0.079923602,0.192977301,0.633144788,2
O,7/19/14,3.666666667,0.000146789,,0.000146789,0.000293578,0.000293578,4.305100917,0.059743119,0.034275229,0.08,0.193100917,0.632880734,6
O,7/20/14,4.1,0.000146574,0.000146574,,0.000293148,0.000879443,4.304800293,0.059802125,0.034371565,0.079882741,0.19311103,0.632832539,5
O,7/21/14,3.9375,0.000146402,,0.000219603,0.000219603,0.000585609,4.304370105,0.059878486,0.034331308,0.080008784,0.193104458,0.632676964,4
O,7/22/14,4,7.31E-05,7.31E-05,7.31E-05,0.000292526,0.000438789,4.304080737,0.059894691,0.0343718,0.080005851,0.193213398,0.632514261,5
O,7/23/14,3.8,0.000219154,0.000146103,,,0.000730514,4.30352838,0.060048214,0.03448024,0.079918182,0.19300168,0.632551684,5
O,7/24/14,3.722222222,0.000145911,7.30E-05,0.000218866,0.000437733,0.000437733,4.302765011,0.06011527,0.034507916,0.0800321,0.193185963,0.632158751,3
O,7/25/14,3,0.000145815,0.000145815,7.29E-05,0.000145815,0.000145815,4.301910178,0.060221639,0.034631088,0.080052493,0.193205016,0.631889764,4
O,7/26/14,3.7,7.29E-05,7.29E-05,0.000145709,0.000145709,0.000291418,4.30147166,0.060250619,0.034678712,0.080139881,0.193209966,0.631720822,5
O,7/27/14,4.066666667,0.00014555,,7.28E-05,0.0002911,0.000582199,4.301215341,0.060330398,0.034640856,0.080125173,0.193290154,0.63161342,6
O,7/28/14,3.9375,,0.000145381,0.000363451,7.27E-05,0.000581522,4.300792324,0.060260231,0.034745948,0.080395435,0.193138039,0.631460347,3
O,7/29/14,3.692307692,0.000145243,,0.000145243,0.000363108,0.000290487,4.300217865,0.060348584,0.034713145,0.080464779,0.193318809,0.631154684,7
O,7/30/14,3.764705882,0.000145064,0.000217596,,0.000290128,0.000580257,4.299557554,0.060419236,0.034887938,0.080365562,0.193370566,0.630956698,4
O,7/31/14,3.066666667,0.00043472,,,0.000362266,0.000289813,4.29821765,0.060788292,0.034850022,0.080278221,0.193522678,0.630560788,6
O,8/1/14,3.909090909,0.000144676,0.000144676,0.000217014,0.000289352,0.000795718,4.29759838,0.060836227,0.034939236,0.080367477,0.193504051,0.630353009,0
O,8/2/14,3.916666667,,0.000216826,7.23E-05,0.00014455,0.000433651,4.297267997,0.060783463,0.035125759,0.080370049,0.193480775,0.630239954,2
P,7/12/14,,,,,,,4.053938356,0.1081621,0.057648402,0.087043379,0.166381279,0.58076484,62
P,7/13/14,4.363636364,,0.00056899,0.000284495,0.000853485,0.00170697,4.054907539,0.107539118,0.058036984,0.087055477,0.166714083,0.580654339,42
P,7/14/14,4.666666667,,,0.000283768,0.000283768,0.001986379,4.056469921,0.107264472,0.057888763,0.087116913,0.166572077,0.581157775,31
P,7/15/14,3.916666667,0.000848416,,,0.001131222,0.001696833,4.055995475,0.107748869,0.057409502,0.086821267,0.167138009,0.580882353,39
P,7/16/14,3.428571429,0.000564493,,0.000282247,0.000282247,0.00084674,4.054755857,0.10810048,0.057296077,0.086931979,0.167090037,0.580581428,25
P,7/17/14,3.75,0.000281611,0.000281611,0.000281611,0.000281611,0.001126443,4.054069276,0.108138553,0.057448606,0.087017741,0.166995213,0.580399887,23
P,7/18/14,3.333333333,0.000281373,,,0.000281373,0.000281373,4.053460889,0.108328644,0.057400113,0.086944288,0.167135622,0.580191334,21
P,7/19/14,3.875,0.001120448,,,0.000560224,0.00280112,4.052661064,0.108963585,0.057142857,0.086554622,0.166946779,0.580392157,28
P,7/20/14,4.466666667,,0.00027894,0.00027894,0.00083682,0.0027894,4.054393305,0.108507671,0.057182706,0.086471409,0.167085077,0.580753138,34
P,7/21/14,3.823529412,0.000555247,0.000832871,0.000277624,0.000277624,0.002776235,4.05330372,0.108550805,0.057745697,0.086340922,0.166574125,0.580788451,27
P,7/22/14,4,0.000277239,,,0.000831716,0.000554477,4.053229831,0.108677571,0.05766565,0.085943998,0.167174938,0.580537843,21
P,7/23/14,5.1,,,,,0.003041194,4.05612386,0.108377108,0.057506221,0.085706387,0.166436273,0.581974012,24
P,7/24/14,4.2,0.00027571,0.00027571,,0.00027571,0.00192997,4.05652054,0.108354012,0.05762338,0.085470085,0.166253102,0.582299421,17
P,7/25/14,3.636363636,0.000549753,0.000274876,0.000274876,0.000549753,0.001374382,4.055250137,0.108576141,0.057724024,0.085486531,0.166300165,0.581913139,17
P,7/26/14,4.363636364,0.000274048,,0.000274048,0.000274048,0.002192381,4.056179775,0.108522883,0.057550014,0.085502878,0.166072897,0.582351329,18
P,7/27/14,4.4,0.000273299,,0.000273299,,0.00218639,4.057119432,0.10849959,0.05739273,0.085542498,0.165619022,0.58294616,11
P,7/28/14,3.555555556,0.000272628,,0.001090513,0.000272628,0.000817884,4.055888768,0.108505998,0.057251908,0.086423119,0.165485278,0.582333697,15
P,7/29/14,3.888888889,0.000543922,,0.000271961,,0.001631765,4.055480011,0.108784335,0.057111776,0.086483546,0.165080228,0.582540114,13
P,7/30/14,3.8,0.00081367,,0.000271223,0.000271223,0.001627339,4.05478709,0.109302956,0.056685652,0.086520206,0.164903716,0.582587469,12
P,7/31/14,3.833333333,0.000270783,,0.000270783,0.000270783,0.000812348,4.054427295,0.109396155,0.056593555,0.08665042,0.16490658,0.58245329,14
P,8/1/14,4.142857143,0.00027027,,0.00027027,,0.001351351,4.054594595,0.109459459,0.056486486,0.086756757,0.164594595,0.582702703,5
P,8/2/14,4.8,,,,0.000269906,0.001079622,4.05560054,0.109311741,0.056410256,0.086639676,0.164642375,0.582995951,2
Q,7/12/14,,,,,,,4.229552537,0.075302326,0.047764646,0.084867016,0.156210188,0.635855824,20
Q,7/13/14,4.333333333,0.000331462,0.000214475,0.000389955,0.000721416,0.003548588,4.230092809,0.075241772,0.047730463,0.084815161,0.15611839,0.636094213,11
Q,7/14/14,4.284552846,0.000368689,7.76E-05,0.000446307,0.000814996,0.003065937,4.230352777,0.07525129,0.047580238,0.0848566,0.156188148,0.636123724,14
Q,7/15/14,4.029411765,0.00063741,0.000154524,0.000521517,0.000405625,0.002878004,4.229429035,0.075542764,0.047516032,0.084988024,0.155875763,0.636077416,13
Q,7/16/14,3.826484018,0.000788598,0.000192341,0.000346214,0.000519321,0.002365794,4.227731723,0.076013156,0.047508223,0.084976246,0.155738493,0.635763882,15
Q,7/17/14,4.262672811,0.000306466,5.75E-05,0.000440546,0.00078532,0.002566656,4.227876954,0.076003678,0.047368219,0.085063592,0.155876494,0.635688017,9
Q,7/18/14,4.026515152,0.000628907,0.000228693,0.00051456,0.000667022,0.002992072,4.226863851,0.076250191,0.047358591,0.085150175,0.155759262,0.635481781,13
Q,7/19/14,4.125,0.000530947,0.000265473,0.000455097,0.000549909,0.003204642,4.226353914,0.076399424,0.047386984,0.085179005,0.15552943,0.635505158,13
Q,7/20/14,3.877862595,0.000584928,0.000452847,0.000660402,0.000528322,0.002717084,4.224631118,0.076606664,0.04760557,0.085418318,0.155288879,0.635080569,16
Q,7/21/14,3.960431655,0.000656956,0.000225242,0.000600646,0.000919739,0.002815527,4.223252496,0.076863879,0.047582401,0.085573241,0.155398303,0.634582176,11
Q,7/22/14,3.824074074,0.000523443,0.000448665,0.000336499,0.000635609,0.002093771,4.221640619,0.077076946,0.047838929,0.085564197,0.155406416,0.634113512,13
Q,7/23/14,4.128514056,0.000446586,0.000409371,0.000279117,0.000465194,0.003033066,4.221209133,0.077166409,0.048026646,0.085446866,0.15515156,0.634208519,13
Q,7/24/14,4.084507042,0.000407755,0.000222412,0.000333618,0.000648701,0.002335323,4.220669459,0.077269526,0.048059458,0.085443155,0.155187753,0.634040108,20
Q,7/25/14,4.113924051,0.000461331,0.000332158,0.000239892,0.000553597,0.002786441,4.220202617,0.077392925,0.048181432,0.085309369,0.155062649,0.634053625,11
Q,7/26/14,4.097046414,0.000404204,0.000312339,0.000385831,0.000606306,0.002645697,4.219666348,0.077460131,0.048283971,0.08532373,0.154993753,0.633938414,16
Q,7/27/14,4.102880658,0.000493863,0.00014633,0.000384116,0.000804814,0.002615646,4.219147263,0.077609702,0.04821569,0.085328602,0.155109656,0.63373635,15
Q,7/28/14,4.213483146,0.000182319,0.000255246,0.000237014,0.00058342,0.001987274,4.219128881,0.077540156,0.048314463,0.085288702,0.155189703,0.633666977,15
Q,7/29/14,4.223880597,0.000290645,0.000199818,0.00027248,0.000526794,0.00236149,4.219146231,0.077547684,0.048337875,0.085249773,0.155149864,0.633714805,14
Q,7/30/14,4.086486486,0.000434507,,0.000434507,0.000561238,0.001955282,4.21870191,0.077722459,0.048139766,0.085398751,0.155191455,0.633547569,12
Q,7/31/14,3.922779923,0.000576639,0.000324359,0.000486539,0.000774859,0.002504775,4.217320791,0.077936353,0.048239449,0.085486719,0.155242008,0.63309547,16
Q,8/1/14,4.235,0.000323195,1.80E-05,0.00037706,0.000646389,0.002226452,4.217384278,0.077979675,0.048084174,0.085556792,0.155330915,0.633048443,5
Q,8/2/14,4.115577889,0.000214696,0.000304153,0.000447283,0.000483066,0.002111177,4.21702181,0.077916734,0.048217129,0.085699461,0.155260945,0.632905731,5
R,7/12/14,,,,,,,4.151432469,0.077762619,0.040245566,0.106412005,0.203956344,0.571623465,6
R,7/13/14,2,,0.000681663,,,,4.149965917,0.077709611,0.040899796,0.106339468,0.203817314,0.57123381,4
R,7/14/14,4.5,,,,0.000680735,0.000680735,4.150442478,0.077603812,0.040844112,0.10619469,0.204220558,0.571136828,8
R,7/15/14,1,0.000680272,,,,,4.14829932,0.078231293,0.040816327,0.106122449,0.204081633,0.570748299,6
R,7/16/14,5,,,,,0.00067981,4.148878314,0.07817811,0.040788579,0.106050306,0.203942896,0.571040109,8
R,7/17/14,,,,,,,4.148878314,0.07817811,0.040788579,0.106050306,0.203942896,0.571040109,7
R,7/18/14,3.5,,0.001355932,,,0.001355932,4.147118644,0.077966102,0.042033898,0.105762712,0.203389831,0.570847458,5
R,7/19/14,4.5,,,,0.000677048,0.000677048,4.147596479,0.077860528,0.04197698,0.105619499,0.203791469,0.570751523,10
R,7/20/14,,,,,,,4.147596479,0.077860528,0.04197698,0.105619499,0.203791469,0.570751523,9
R,7/21/14,,,,,,,4.147596479,0.077860528,0.04197698,0.105619499,0.203791469,0.570751523,8
R,7/22/14,5,,,,,0.00067659,4.148173207,0.077807848,0.041948579,0.105548038,0.203653586,0.571041949,5
R,7/23/14,,,,,,,4.148173207,0.077807848,0.041948579,0.105548038,0.203653586,0.571041949,4
R,7/24/14,4.75,,,,0.000674764,0.002024291,4.149797571,0.077597841,0.041835358,0.105263158,0.203778677,0.571524966,9
R,7/25/14,3.5,,0.000673854,,,0.000673854,4.148921833,0.077493261,0.04245283,0.105121294,0.203504043,0.571428571,6
R,7/26/14,,,,,,,4.148921833,0.077493261,0.04245283,0.105121294,0.203504043,0.571428571,4
R,7/27/14,5,,,,,0.000673401,4.149494949,0.077441077,0.042424242,0.105050505,0.203367003,0.571717172,3
R,7/28/14,5,,,,,0.000672948,4.150067295,0.077388964,0.042395693,0.104979812,0.203230148,0.572005384,5
R,7/29/14,3,0.000672043,,,,0.000672043,4.148521505,0.077956989,0.04233871,0.10483871,0.202956989,0.571908602,6
R,7/30/14,5,,,,,0.000671592,4.149093351,0.077904634,0.042310275,0.104768301,0.202820685,0.572196105,3
R,7/31/14,,,,,,,4.149093351,0.077904634,0.042310275,0.104768301,0.202820685,0.572196105,5
R,8/1/14,5,,,,,0.002679169,4.151373074,0.077695914,0.042196919,0.104487609,0.202277294,0.573342264,1
R,8/2/14,4,,0.000668449,,,0.001336898,4.151069519,0.077540107,0.042780749,0.104278075,0.201871658,0.573529412,4
S,7/12/14,,,,,,,4.260348432,0.043902439,0.02912892,0.120627178,0.235400697,0.570940767,0
S,7/13/14,3,,6.97E-05,,6.97E-05,,4.260172798,0.043896321,0.029194537,0.120610368,0.23543757,0.570861204,0
S,7/14/14,,,,,,,4.260172798,0.043896321,0.029194537,0.120610368,0.23543757,0.570861204,0
S,7/15/14,,,,,,,4.260172798,0.043896321,0.029194537,0.120610368,0.23543757,0.570861204,0
S,7/16/14,,,,,,,4.260172798,0.043896321,0.029194537,0.120610368,0.23543757,0.570861204,0
S,7/17/14,3,,6.97E-05,,6.97E-05,,4.259997213,0.043890205,0.029260137,0.120593563,0.235474432,0.570781664,0
S,7/18/14,,,,,,,4.259997213,0.043890205,0.029260137,0.120593563,0.235474432,0.570781664,1
S,7/19/14,,,,,,,4.259945656,0.043893263,0.029262175,0.120601965,0.235490838,0.570751759,0
S,7/20/14,5,,,,,6.97E-05,4.259997213,0.043890205,0.029260137,0.120593563,0.235474432,0.570781664,0
S,7/21/14,4.6,,6.96E-05,6.96E-05,6.96E-05,0.000208928,4.260115607,0.043805279,0.029319591,0.120621213,0.23546208,0.570791838,0
S,7/22/14,2.333333333,0.000139256,,,,6.96E-05,4.259713132,0.043935385,0.029313466,0.120596017,0.235412895,0.570742236,1
S,7/23/14,,,,,,,4.259713132,0.043935385,0.029313466,0.120596017,0.235412895,0.570742236,1
S,7/24/14,,6.96E-05,,6.96E-05,,,4.259346933,0.044001949,0.029311425,0.120657244,0.235396505,0.570632876,0
S,7/25/14,,,,,,,4.259346933,0.044001949,0.029311425,0.120657244,0.235396505,0.570632876,1
S,7/26/14,,,6.96E-05,6.96E-05,,,4.259050404,0.043998886,0.029379003,0.120718463,0.235380117,0.570523531,0
S,7/27/14,5,,,,,0.000139218,4.259153557,0.043992761,0.029374913,0.120701657,0.235347348,0.570583322,0
S,7/28/14,,,6.96E-05,,,6.96E-05,4.259083948,0.043992761,0.029444522,0.120701657,0.23520813,0.570652931,0
S,7/29/14,2.5,6.96E-05,,,6.96E-05,,4.258839087,0.044056236,0.029440423,0.120684855,0.235244989,0.570573497,0
S,7/30/14,4.666666667,,,0.000139169,,0.000139169,4.258924222,0.044047039,0.029364693,0.120798831,0.235195881,0.570593556,0
S,7/31/14,1,6.96E-05,,,,,4.258697467,0.044113554,0.02936265,0.120790426,0.235179516,0.570553855,3
S,8/1/14,4,,,6.96E-05,,6.96E-05,4.258679468,0.044110485,0.029360607,0.120851597,0.235093578,0.570583733,0
S,8/2/14,,,,,,,4.258679468,0.044110485,0.029360607,0.120851597,0.235093578,0.570583733,0
T,7/12/14,,,,,,,4.324880543,0.084458043,0.035711292,0.061782211,0.106588985,0.711459469,22
T,7/13/14,4.140350877,0.000376333,,0.000292703,8.36E-05,0.00167259,4.324440728,0.084633075,0.035584361,0.06192766,0.106418566,0.711436337,22
T,7/14/14,4.106060606,0.000333597,0.000125099,0.000166799,0.000416997,0.001709687,4.323839706,0.084733748,0.035611526,0.061924023,0.10654268,0.711188024,18
T,7/15/14,4.310810811,8.31E-05,0.000207857,0.000457285,0.000249428,0.00207857,4.323799626,0.084556225,0.035709832,0.062190813,0.106464353,0.711078778,26
T,7/16/14,4.138461538,0.000207297,0.000165837,0.000290216,0.000414594,0.001616915,4.323300166,0.084535655,0.035779436,0.062313433,0.10659204,0.710779436,22
T,7/17/14,4.233333333,0.000124069,0.000124069,0.000289495,0.000454921,0.001488834,4.323076923,0.084449959,0.035814723,0.062448304,0.106782465,0.710504549,19
T,7/18/14,4.055555556,0.000247586,8.25E-05,0.000247586,0.000371379,0.001279195,4.322480812,0.084509367,0.035817447,0.062556738,0.106915903,0.710200545,26
